label,idx,prompt_text
0,166121,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: well at least that that's what i like about a show if if you can predict it it's not worth watching
Hypothesis: A show that can be predicted isn't worth watching.
 Answer: "
1,181026,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The village of Bassenthwaite spreads out across the valley to the north of the lake.
Hypothesis: The best area is to the north of the lake.
 Answer: "
1,346851,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: That's one piece of the larger truth at the heart of the family-values  Divorce and unwed motherhood are bad for kids.
Hypothesis: The effects of divorce and single motherhood can be overcome through counseling.
 Answer: "
1,364939,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Nash pioneered game theory, became schizophrenic, recovered, then won a Nobel Prize late in life.
Hypothesis: The nobel prize was won for his efforts in economics.
 Answer: "
2,377642,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah it it is interesting to watch that water rise all of a sudden
Hypothesis: I don't care about watching the water rise.
 Answer: "
2,336979,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Accordingly, sections 203 and 204 of the act, which require agencies to consult with small governments and solicit input from State, local, and tribal governments, are also inapplicable.
Hypothesis: Sections five hundred and five hundred one are inapplicable, sections 203 and 204 are fine though.
 Answer: "
0,272490,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Estimated Aggregate U.S.
Hypothesis: U.S. data as ""Estimated Aggregate"", U.S. being United States.
 Answer: "
2,191148,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Next to the MGM Grand you will find M and M World, four stories of merchandise and memorabilia dedicated to the candy that doesn't melt in your hand.
Hypothesis: That particular candy melts and becomes difficult to eat.
 Answer: "
2,149976,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Second, it is argued that delivery is a natural monopoly and that legal protection is necessary to prevent cream skimming and thereby to maximize the benefit of the universal delivery system.
Hypothesis: Legal protection is not necessary to prevent cream skimming.
 Answer: "
0,76624,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Miller says they will not have to, as no county will lose an office on account of the merger.
Hypothesis: There will be no lose of offices.
 Answer: "
0,263483,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Outstanding in the ground floor collections are the vast canvases of Gustave Courbet.
Hypothesis: The ground floor has canvases from Gustave Courbet.
 Answer: "
2,289417,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: But excuse me, sir, it'll be too dark for you to see much of the house.
Hypothesis: There should be enough light for you to see all of the house.  
 Answer: "
1,279652,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: He could begin to understand how an Einstein might read through one of the advanced books here and make leaps in theory beyond what the Satheri had developed.
Hypothesis: The books were printed on a strange metallic paper.
 Answer: "
2,150453,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Although it's a thought.
Hypothesis: It's not worth thinking about.
 Answer: "
0,22558,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: And yet you affirm so confidently that it came from Styles. 
Hypothesis: Though you are certain that Styles sent it?
 Answer: "
0,203075,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Another co-sponsor, Rep.
Hypothesis: Rep is another co-sponsor. 
 Answer: "
0,345053,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah just so that my kids would would have me at home
Hypothesis: My kids would have me at home
 Answer: "
2,148183,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The non-stop lift takes 55 seconds from ground to the observatory, but offers spectacular views of the city and beyond!
Hypothesis: The lift takes 5 hours to reach the observatory.
 Answer: "
0,312003,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Meanwhile, Japan--the world's second-largest economy and a country that by normal criteria ought to have no trouble increasing demand--finds itself stuck in exactly the trap Burnham  no longer able to find uses for the available investment funds, which waste in idleness in the account books of the banks.
Hypothesis: As a large economy, Japan is expected to easily increase demand. 
 Answer: "
1,165164,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: now the one thing i did approve of there was that we didn't have to be unanimous because it was a civil case
Hypothesis: There were other things about the case which I found very wrong.
 Answer: "
1,118932,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Based on this assessment, NATO has kept ground forces out of Kosovo, allowing atrocities to continue, and has kept its planes high above Serbian anti-aircraft batteries, limiting our pilots' ability to distinguish refugees from Serb forces on the ground.
Hypothesis: NATO is being too cautious in Kosovo.
 Answer: "
1,168374,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: (The weirdest is the Brotherhood, an Oregon cult that eats garbage.)
Hypothesis: The Brotherhood eats garbage to they can save money.
 Answer: "
1,76033,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: We know all that.
Hypothesis: We know all that about her.
 Answer: "
2,312754,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: In general, the outcome of effective competition is
Hypothesis: Competition has no outcome.
 Answer: "
1,239536,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: However, HCFA staff also pointed out that, in carrying out its responsibilities under the Medicare program, HCFA maintains an appropriate ongoing working relationship with industry officials.
Hypothesis: HCFA staff said that they had a working relationship with transportation industry officials.
 Answer: "
2,381083,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: As the fortress grew bigger and more luxurious, it played a more significant historical role.
Hypothesis: The fortress has no historical importance.
 Answer: "
1,95390,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and he was lethargic he really he wasn't used to the heat at all he
Hypothesis: The heat was a problem for him.
 Answer: "
2,268318,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Democrats will point out that the president's party usually loses dozens of congressional seats in his sixth year.
Hypothesis: They note that president's typically gain seats during their sixth year. 
 Answer: "
0,8390,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: right right that you didn't want to waste the time or the the expensive movie ticket then the videos are worth it
Hypothesis: You don't want to waste time going to the movies or money on the tickets, so the videos are worth it.
 Answer: "
2,164561,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: In 1543 Nicholas Copernicus, born in Toruen and a graduate of the Jagiellonian University in Krakew, published his groundbreaking and astronomy-altering treatise, De revolutionibus orbium Coeliestium, which positioned the sun and not the earth as the center of the universe.
Hypothesis: Nicholas Copernicus was an uneducated man.
 Answer: "
0,228485,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: cases of rape or in different things that are so horrible what it means when they sentence them to you know they'll sentence them to ninety years and say that it's you know that it's going to you know that should be life but instead in in given the choice of either sentencing to death or sentencing to life they'll give them ninety years in prison or something
Hypothesis: If someone has committed a horrible crime, they should be sentenced to death instead of spending the next ninety years in jail.
 Answer: "
2,87972,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Yes, he continued, staring at me thoughtfully, ""you will be invaluable."" This was naturally gratifying, but Poirot's next words were not so welcome. 
Hypothesis: Poirot dismissed my usefulness out of hand and said there was no need for me to be there.
 Answer: "
1,224953,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and drugs are illegal so i guess if they made drugs legal or marijuana legal then we the we wouldn't be going through this you know they wouldn't be testing which doesn't make any sense either because they say you know it has no place on the job and you can't work safely under the influence of drugs and stuff like that
Hypothesis: Job safety has improved as a result of drug testing.
 Answer: "
0,352865,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: what grade oh did you what did you teach
Hypothesis: What grade did you teach? 
 Answer: "
1,8651,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: If you've installed Internet Explorer 4.0, the new version of Microsoft's browser, you might like to take a peek at our new Table of Contents, designed especially to take advantage of the advances in Internet Explorer 4.0.
Hypothesis: With Internet Explorer 4.0, you can take advantage of our new Table of Contents for Internet Explorer 4.0 users.
 Answer: "
2,129993,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Did he have to settle for UCLA, Santa Cruz or, God forbid, one of the Cal State campuses?
Hypothesis: Did he have to go to USC?
 Answer: "
2,55285,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The second issue is addressed by assuming that the relationship between age and willingness-to-pay for fatal risk reductions can be approximated using an adjustment factor derived from Jones-Lee (1989).
Hypothesis: Our theory doesn't allow us to approximate a number yet, so we need to leave the second issue as it is for now.
 Answer: "
1,61782,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: You don't think they're too close, do you? It would be bad to burn any of them with the rocket blast at this stage of the game.""
Hypothesis: After all we've gone through, it would be dumb for them to get burned.
 Answer: "
1,157957,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Look for Ghiberti's bronze shrine below the high altar, as well as his three stained-glass windows on the entrance wall.
Hypothesis: The stained-glass windows were Ghiberti's last ever work of art.
 Answer: "
0,389324,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Again the hand-embroidered pieces are the best and the most expensive, but this skill is a dying art, so good examples will become harder to find.
Hypothesis: It is getting harder to find pieces of embroidery done by hand.
 Answer: "
0,253292,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: At the foot of the Tour de la Cha?®ne, which was a gunpowder storehouse, lies the huge chain slung acroseto Saint-Nicolas to bar passage at night.
Hypothesis: There is a large chain that is slung across Saint-Nicholas to the bar passage at night.
 Answer: "
0,179084,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: well i don't know i still like being a student i guess
Hypothesis: I like being a student.
 Answer: "
0,209399,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Revenue is shown when it is recognized, and it is shown as transferred to others when the cash is disbursed or the property is delivered.
Hypothesis: Disbursing cash is one reason a revenue might show as transferred.
 Answer: "
0,316129,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: According to one version, it was all because of St. Ursula and the 11,000 Virgins.
Hypothesis: St. Ursula and the 11,000 Virgins were the cause according to one version.
 Answer: "
2,239732,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: 3 million to fund its very narrowly construed mission.
Hypothesis: No funds would be needed for the mission.
 Answer: "
1,72358,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Most of the horses you'll encounter are at least part Lusitano, a famous and sure-footed Portuguese breed.
Hypothesis: The horses you'll encounter also have other breeds in them. 
 Answer: "
1,37424,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: This distribution is applied to the actual number of pieces sent to each country in FY 2000.
Hypothesis: Each country was happy to receive any number of pieces.
 Answer: "
2,4789,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Architects and sculptors treat the myriad parks and gardens as set designs, and nature turns the landscapes, replete with statuesque cypresses, tortuous olive and fig trees, and rows of vineyards, into so many artful backdrops for the daily brio and histrionics of la vita italiana.
Hypothesis: The artists try to make the parks and gardens as ugly as they can.
 Answer: "
0,240835,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Although the named client is usually an adult, most LSC cases also involve and benefit children.
Hypothesis: The majority of LSC named clients are adults.
 Answer: "
0,326918,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: you know we really haven't uh because the oil industry just hasn't come back like it was and so much of our economy was based on that
Hypothesis: Much of our economy was based on the oil industry doing well.
 Answer: "
2,293142,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Despite the dead heat and humidity of summer Florence, with the magnificence of its monuments and museums, it is packed nonetheless.
Hypothesis: Nobody travels to Florence during the summer because it is too hot.
 Answer: "
1,278569,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Bob  Rowland Evans, Robert Novak, and Iraq-bound guest the Rev.
Hypothesis: The guest received an invite late.
 Answer: "
2,200851,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: So far, the federal government has used surplus funds to reduce its debt held by the public.
Hypothesis: There is no evidence about what the government does with excess funds.
 Answer: "
1,109093,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: In 1670 the Spanish officially ceded Jamaica to British rule as part of the Treaty of Madrid, and the British began a systematic process of settlement, offering land and aid to prospective settlers.
Hypothesis: The Spanish had unofficially surrendered Jamaica to the British prior to the Treaty of Madrid.
 Answer: "
2,219352,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: all right i'm uh live in Plano Texas and uh um
Hypothesis: I have never been to Texas before.
 Answer: "
0,30374,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: uh-huh is yours skinny or is it a tubby one
Hypothesis: Is your thin or chubby?
 Answer: "
2,56307,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and then when i took uh i've seen these kids that uh it's a church volleyball they have a day care set up there for people playing volleyball and uh one of the girls was real mean to the kid
Hypothesis: I've never heard of a day care for people playing volleyball.
 Answer: "
1,297022,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and i know they do they've got to know
Hypothesis: i know that they know, because there's no way they couldn't
 Answer: "
1,294085,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Section M explains how the agency intends to select a winning contractor by describing the importance of all factors to be considered in evaluating proposals.
Hypothesis: Section M has become the single most important reference for decision-makers in evaluating proposals.
 Answer: "
1,250795,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: She bore two sons who both died in infancy, but by the time she was about to give birth to their third child, her husband lay dying at Falkland Palace.
Hypothesis: She had one daughter after her third child.
 Answer: "
0,49111,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The symmetry of the large central courtyard has a simple elegance.
Hypothesis: The large central courtyard has a simple and elegant symmetry about it.
 Answer: "
1,300988,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Lummox was his first brill, a gift from Ca'daan, and he didn't want to lose her.
Hypothesis: Ca'daan gave Lummox to his parents.
 Answer: "
1,83538,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: you know and now it's like you know they're saying other people were were i guess other leaders were still crazier about it you know like other people you could think that they might use a bomb here and a bomb there but Russia has never been known for throwing an atomic bomb anywhere
Hypothesis: You could think that Russia would use an atomic bomb on another country.
 Answer: "
0,245551,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: uh not being a tremendous cook i i know what the burden of preparing a meal but i don't know what  it would have taken to make that meal taste any better out on the budget i give her that kind of deal
Hypothesis: I didn't give her much money, but she did the best she could when preparing the meal.
 Answer: "
2,192555,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: To defray costs, worshippers must make a generous donation to receive a piece of the old shrine.
Hypothesis: The worshipper who makes the highest donation gets to destroy and keep the new shrine.
 Answer: "
2,72872,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: i guess uh out of all the movies i've i've never been as excited to go back i was ready to go back and see it again you know
Hypothesis: I don't want to go back.
 Answer: "
2,306922,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The deciding factor in what stays and goes, apart from charm, is often the  Who is associated with it?
Hypothesis: The deciding factor comes down to which team has a bigger flag. 
 Answer: "
2,19310,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: have a nice day bye-bye
Hypothesis: Have a miserable day.
 Answer: "
1,346585,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: i mean that even when i read it now it still makes me cry the ending of it and i couldn't believe i i could not believe that it took me so long to read such a good book i'd read some Dickens before but i hadn't read that one and i i was like i thought to myself
Hypothesis: I think that Dickens is the best writer ever.
 Answer: "
1,335928,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: But see, the coffee-cup is absolutely smashed to powder.""
Hypothesis: The coffee cup is smashed utterly and completely.
 Answer: "
1,282629,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: That is a sobering observation, to realize that 80 percent of those who need legal help are denied such guidance and counsel.
Hypothesis: It is horrible to think that a large majority of people that seek legal help are denied the service they seek, but it is the cold, hard truth.
 Answer: "
2,364219,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: If Clinton blinks the green light next summer, Washington would be in breach of the treaty by mid-2001, if it hopes to meet the 2005 deadline.
Hypothesis: Clinton has no impact on this outcome.
 Answer: "
